"",".ID.","camadasConvolucionais","maxpooling1","batchNormalization1","camadasDensas","dropout","learningIndex","batchIndex","numEpocas","maxpooling2","maxpooling3","maxpooling4","maxpooling5","maxpooling6","maxpooling7","maxpooling8","batchNormalization2","batchNormalization3","batchNormalization4","batchNormalization5","batchNormalization6","batchNormalization7","batchNormalization8","numFiltrosInd2","numFiltrosInd3","numFiltrosInd4","numFiltrosInd5","numFiltrosInd6","numFiltrosInd7","numFiltrosInd8","tamanhoFiltros2","tamanhoFiltros3","tamanhoFiltros4","tamanhoFiltros5","tamanhoFiltros6","tamanhoFiltros7","tamanhoFiltros8","neuroniosDensos1","neuroniosDensos2",".PARENT."
"121",121,4,0,0,3,0.24,3,9,132,0,1,1,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,7,6,8,NA,NA,NA,NA,3,11,5,NA,NA,NA,NA,122,104,38
"122",122,1,0,0,2,0.31,3,6,214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126,NA,18
"123",123,1,0,0,2,0.38,5,6,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,18
"124",124,2,0,0,2,0.05,3,7,83,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,62,NA,18
"125",125,1,0,0,1,0.4,5,7,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
"126",126,2,0,0,2,0.23,3,8,254,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,106,NA,18
"127",127,3,0,0,2,0.35,4,5,198,0,1,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,5,9,NA,NA,NA,NA,NA,30,NA,18
"128",128,1,0,0,3,0.31,2,5,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,118,38
"129",129,3,0,0,2,0.19,3,5,280,0,1,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,8,5,NA,NA,NA,NA,NA,3,11,NA,NA,NA,NA,NA,42,NA,18
"130",130,1,1,1,2,0.3,3,8,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,18
"131",131,3,0,0,2,0.01,4,5,166,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,7,6,NA,NA,NA,NA,NA,3,9,NA,NA,NA,NA,NA,114,NA,18
"132",132,1,0,0,3,0.12,4,4,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,126,38
"133",133,2,0,0,1,0.4,5,4,262,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,18
"134",134,2,0,0,1,0.08,4,6,183,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,18
"135",135,2,0,0,2,0.37,5,8,254,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,122,NA,18
"136",136,1,0,0,2,0.39,4,8,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,18
"137",137,1,0,0,3,0.11,4,7,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,64,18
"138",138,1,0,0,1,0.34,2,5,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
"139",139,1,0,0,2,0.46,4,4,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,18
"140",140,1,1,0,3,0.32,2,8,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,94,18
"141",141,2,0,0,1,0.29,2,5,34,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,18
"142",142,3,0,0,1,0.34,3,6,194,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA,NA,9,11,NA,NA,NA,NA,NA,NA,NA,18
"143",143,2,1,0,3,0.37,2,5,149,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,72,56,18
"144",144,2,0,0,2,0.41,5,5,127,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,124,NA,18
"145",145,3,0,0,1,0.23,4,5,186,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,8,6,NA,NA,NA,NA,NA,7,9,NA,NA,NA,NA,NA,NA,NA,18
"146",146,3,0,0,2,0.29,5,5,65,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,6,5,NA,NA,NA,NA,NA,5,11,NA,NA,NA,NA,NA,68,NA,18
"147",147,1,0,0,3,0.24,3,5,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,76,38
"148",148,2,0,0,3,0.15,0,6,124,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,112,42,38
"149",149,3,0,0,2,0.38,4,6,103,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,9,9,NA,NA,NA,NA,NA,108,NA,18
"150",150,1,0,0,1,0.23,4,5,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
"151",151,2,0,0,1,0.13,2,7,39,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,18
"152",152,1,0,0,2,0.11,3,5,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,18
"153",153,2,0,0,1,0.2,5,4,55,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,18
"154",154,1,0,0,2,0.48,3,6,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,38
"155",155,1,0,0,3,0.43,5,5,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,108,38
"156",156,4,0,0,3,0.35,5,5,115,0,1,1,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,7,5,5,NA,NA,NA,NA,5,11,5,NA,NA,NA,NA,116,78,38
"157",157,1,0,0,1,0.29,5,6,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
"158",158,2,0,0,1,0.35,2,8,112,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,18
"159",159,2,0,0,3,0.38,4,7,144,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,48,114,38
"160",160,1,0,0,2,0.13,4,5,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,18
"161",161,1,0,0,2,0.4,3,9,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,18
"162",162,4,0,0,1,0.34,3,6,44,0,1,1,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,7,5,5,NA,NA,NA,NA,7,11,7,NA,NA,NA,NA,NA,NA,18
"163",163,1,0,0,1,0.26,5,6,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
"164",164,1,0,0,3,0.27,3,5,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,124,18
"165",165,3,0,0,2,0.27,2,7,233,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,7,6,NA,NA,NA,NA,NA,5,11,NA,NA,NA,NA,NA,102,NA,18
"166",166,1,0,0,1,0.14,5,5,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
"167",167,3,0,0,1,0.29,4,4,168,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,6,7,NA,NA,NA,NA,NA,5,7,NA,NA,NA,NA,NA,NA,NA,18
"168",168,2,0,0,1,0.31,3,6,257,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,18
"169",169,2,0,0,2,0.32,5,5,216,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,122,NA,18
"170",170,1,0,0,2,0.14,5,5,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,18
"171",171,2,0,0,3,0.48,1,7,17,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,104,122,18
"172",172,1,0,0,1,0.13,3,6,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
"173",173,1,0,0,1,0.5,5,4,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
"174",174,1,0,0,1,0.39,4,7,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
"175",175,2,0,0,1,0.32,3,6,212,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,18
"176",176,5,0,0,2,0.22,4,5,116,0,1,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,6,5,5,5,NA,NA,NA,3,9,3,3,NA,NA,NA,80,NA,18
"177",177,1,0,0,2,0.14,2,6,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,18
"178",178,1,0,0,2,0.45,3,7,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,18
"179",179,4,0,0,3,0.04,2,5,97,0,1,1,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,6,6,5,NA,NA,NA,NA,5,9,3,NA,NA,NA,NA,112,106,18
"180",180,1,0,0,3,0.47,3,4,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,124,38
"181",181,1,0,0,2,0.46,2,7,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,NA,18
"182",182,3,0,0,2,0.44,4,6,145,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,6,6,NA,NA,NA,NA,NA,5,9,NA,NA,NA,NA,NA,94,NA,18
"183",183,1,0,0,2,0.36,3,7,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,18
"184",184,1,0,0,2,0.26,3,5,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,18
"185",185,1,0,0,2,0.45,2,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,18
"186",186,1,0,0,2,0.35,3,4,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,18
"187",187,3,0,0,1,0.37,2,6,157,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,7,5,NA,NA,NA,NA,NA,3,7,NA,NA,NA,NA,NA,NA,NA,18
"188",188,2,0,0,3,0.38,3,6,62,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,100,72,38
"189",189,1,0,0,2,0.36,4,5,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,18
"190",190,2,0,1,2,0.2,3,5,34,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,64,NA,38
"191",191,1,0,0,2,0.33,3,6,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,18
"192",192,5,0,0,2,0.48,4,5,111,0,1,0,1,NA,NA,NA,0,0,1,0,NA,NA,NA,6,6,6,6,NA,NA,NA,5,11,5,5,NA,NA,NA,128,NA,18
"193",193,1,0,0,2,0.09,3,5,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,18
"194",194,2,0,0,2,0.18,5,6,125,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,88,NA,18
"195",195,3,0,0,1,0.13,5,6,101,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,6,7,NA,NA,NA,NA,NA,5,11,NA,NA,NA,NA,NA,NA,NA,18
"196",196,2,0,0,1,0.34,2,7,220,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,18
"197",197,3,0,0,2,0.28,2,6,191,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,6,5,NA,NA,NA,NA,NA,5,11,NA,NA,NA,NA,NA,106,NA,18
"198",198,1,0,0,2,0.31,4,4,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,18
"199",199,1,0,0,3,0.26,4,7,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,38,18
"200",200,1,0,0,3,0.36,4,8,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,106,18
"201",201,2,0,0,3,0.46,1,4,118,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,76,70,38
"202",202,2,0,0,3,0.27,4,5,199,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,68,104,38
"203",203,1,0,0,3,0.38,3,6,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,54,38
"204",204,1,0,0,2,0.36,4,9,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,38
"205",205,1,0,0,3,0.2,4,4,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,88,18
"206",206,3,0,0,1,0.37,3,6,81,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,7,5,NA,NA,NA,NA,NA,5,11,NA,NA,NA,NA,NA,NA,NA,18
"207",207,1,0,0,3,0.48,1,4,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,56,38
"208",208,1,0,0,3,0.35,4,5,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,108,18
"209",209,3,0,0,2,0.22,3,5,179,1,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,5,7,NA,NA,NA,NA,NA,7,11,NA,NA,NA,NA,NA,122,NA,18
"210",210,2,0,0,3,0.33,5,5,100,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,92,48,18
"211",211,2,0,0,1,0.11,4,5,161,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,18
"212",212,5,0,0,3,0.33,4,7,233,0,0,0,0,NA,NA,NA,0,0,1,0,NA,NA,NA,5,6,7,8,NA,NA,NA,7,11,11,3,NA,NA,NA,100,60,18
"213",213,1,0,0,2,0.32,4,5,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,NA,18
"214",214,1,0,0,2,0.27,5,4,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,18
"215",215,2,0,0,1,0.3,4,6,85,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,18
"216",216,2,0,0,2,0.19,2,8,149,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,104,NA,18
"217",217,1,0,1,1,0.15,5,5,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
"218",218,2,0,0,2,0.24,5,7,168,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,64,NA,18
"219",219,1,0,0,1,0.33,5,6,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
"220",220,1,0,0,2,0.41,4,6,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,NA,18
"221",221,5,0,0,1,0.36,4,7,137,0,1,1,1,NA,NA,NA,0,0,1,0,NA,NA,NA,6,8,5,6,NA,NA,NA,7,9,7,5,NA,NA,NA,NA,NA,192
"222",222,1,0,0,2,0.5,3,5,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,18
"223",223,3,0,0,3,0.41,3,4,94,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,6,5,NA,NA,NA,NA,NA,7,9,NA,NA,NA,NA,NA,96,74,38
"224",224,6,0,0,1,0.29,1,5,155,0,1,0,1,0,NA,NA,0,0,1,0,0,NA,NA,7,6,5,6,5,NA,NA,5,9,9,3,7,NA,NA,NA,NA,192
"225",225,2,0,1,3,0.42,4,6,12,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,110,96,38
"226",226,1,0,0,1,0.28,5,5,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
"227",227,2,0,0,2,0.21,3,6,270,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,94,NA,18
"228",228,2,0,0,2,0.07,5,4,20,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,30,NA,18
"229",229,1,0,0,3,0.4,3,4,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,110,38
"230",230,3,0,0,3,0.4,3,5,139,0,1,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,7,7,NA,NA,NA,NA,NA,3,9,NA,NA,NA,NA,NA,80,120,38
"231",231,3,0,0,2,0.38,3,8,37,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,3,9,NA,NA,NA,NA,NA,88,NA,18
"232",232,2,0,0,2,0.38,3,6,212,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,64,NA,18
"233",233,2,0,0,1,0.24,2,4,81,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,18
"234",234,2,0,0,2,0.09,4,5,91,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,102,NA,18
"235",235,2,0,0,1,0.14,4,5,110,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,18
"236",236,4,0,0,3,0.48,4,5,166,0,1,1,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,7,6,7,NA,NA,NA,NA,5,11,7,NA,NA,NA,NA,102,86,38
"237",237,1,0,0,3,0.44,4,4,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,98,38
"238",238,1,0,0,2,0.4,4,7,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,18
"239",239,1,0,0,2,0.19,3,4,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,18
"240",240,4,0,0,1,0.42,3,4,158,0,1,1,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,6,6,6,NA,NA,NA,NA,7,11,7,NA,NA,NA,NA,NA,NA,18
"241",241,4,0,0,2,0.45,5,5,58,0,1,1,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,8,5,5,NA,NA,NA,NA,5,9,7,NA,NA,NA,NA,78,NA,38
"242",242,2,0,0,2,0.18,4,4,145,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,106,NA,18
"243",243,3,1,0,3,0.29,3,5,114,1,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,8,5,NA,NA,NA,NA,NA,5,9,NA,NA,NA,NA,NA,42,94,38
