"",".ID.","camadasConvolucionais","maxpooling1","batchNormalization1","camadasDensas","dropout","learningIndex","batchIndex","numEpocas","maxpooling2","maxpooling3","maxpooling4","maxpooling5","maxpooling6","maxpooling7","maxpooling8","batchNormalization2","batchNormalization3","batchNormalization4","batchNormalization5","batchNormalization6","batchNormalization7","batchNormalization8","numFiltrosInd2","numFiltrosInd3","numFiltrosInd4","numFiltrosInd5","numFiltrosInd6","numFiltrosInd7","numFiltrosInd8","tamanhoFiltros2","tamanhoFiltros3","tamanhoFiltros4","tamanhoFiltros5","tamanhoFiltros6","tamanhoFiltros7","tamanhoFiltros8","neuroniosDensos1","neuroniosDensos2",".PARENT."
"121",121,1,1,1,1,0.43,4,6,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
"122",122,4,0,0,2,0.07,3,5,274,1,1,1,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,7,6,8,NA,NA,NA,NA,11,5,9,NA,NA,NA,NA,18,NA,5
"123",123,1,1,0,1,0.14,2,9,249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"124",124,1,1,0,1,0.23,5,7,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"125",125,1,1,0,1,0.1,4,7,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"126",126,2,1,1,1,0.4,4,4,199,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,16
"127",127,2,0,0,2,0.48,3,6,172,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,44,NA,17
"128",128,1,1,1,1,0.28,1,6,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
"129",129,3,1,1,1,0.15,2,8,52,0,0,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,7,8,NA,NA,NA,NA,NA,9,3,NA,NA,NA,NA,NA,NA,NA,16
"130",130,2,0,0,2,0.03,3,8,79,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,124,NA,17
"131",131,2,0,0,1,0.36,4,5,29,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,5
"132",132,2,1,1,2,0.42,4,5,60,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,114,NA,16
"133",133,1,1,1,2,0.01,3,7,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,8
"134",134,1,1,1,2,0.26,4,9,279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,NA,8
"135",135,2,1,1,1,0.17,2,4,18,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,16
"136",136,2,0,1,1,0,4,7,149,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,5
"137",137,1,1,0,1,0.46,3,6,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"138",138,3,0,0,3,0.32,3,4,134,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,8,5,NA,NA,NA,NA,NA,9,11,NA,NA,NA,NA,NA,74,8,17
"139",139,1,1,1,2,0.14,5,7,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114,NA,8
"140",140,2,0,0,2,0.32,3,6,127,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,20,NA,17
"141",141,1,0,0,2,0.01,3,6,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,5
"142",142,1,0,0,1,0.1,2,4,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"143",143,1,1,1,2,0.3,4,6,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,8
"144",144,1,1,0,1,0.43,4,6,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"145",145,1,1,0,1,0.45,5,8,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"146",146,2,0,0,1,0.07,3,4,49,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,5
"147",147,2,1,0,1,0.49,2,7,137,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,1
"148",148,1,0,0,2,0.28,4,5,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,NA,17
"149",149,1,0,1,1,0.27,1,4,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
"150",150,3,0,0,2,0.29,2,4,122,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,6,5,NA,NA,NA,NA,NA,9,11,NA,NA,NA,NA,NA,44,NA,17
"151",151,4,0,1,2,0.03,3,6,164,1,0,1,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,8,5,6,NA,NA,NA,NA,5,3,11,NA,NA,NA,NA,20,NA,5
"152",152,2,1,1,1,0.42,4,4,62,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,16
"153",153,2,0,0,1,0.21,2,6,110,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,5
"154",154,1,0,0,1,0.29,5,8,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
"155",155,4,0,0,1,0.38,4,4,114,1,0,1,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,8,6,7,NA,NA,NA,NA,5,5,11,NA,NA,NA,NA,NA,NA,5
"156",156,2,1,0,1,0.45,5,6,241,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,1
"157",157,1,0,0,3,0.26,2,9,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,82,31
"158",158,1,0,0,1,0.28,4,4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"159",159,1,0,0,1,0.46,3,4,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"160",160,5,0,0,1,0.28,2,6,88,1,0,1,1,NA,NA,NA,0,0,1,1,NA,NA,NA,8,5,5,8,NA,NA,NA,11,7,11,3,NA,NA,NA,NA,NA,5
"161",161,1,0,0,1,0.07,5,6,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"162",162,2,0,0,1,0.13,3,4,131,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,5
"163",163,4,0,0,1,0.17,5,5,152,0,1,1,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,6,5,5,NA,NA,NA,NA,7,11,7,NA,NA,NA,NA,NA,NA,17
"164",164,2,1,0,2,0.2,3,7,154,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,116,NA,1
"165",165,1,1,0,2,0.22,3,8,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,1
"166",166,4,0,0,1,0.1,2,6,154,1,0,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,8,5,6,NA,NA,NA,NA,9,5,11,NA,NA,NA,NA,NA,NA,5
"167",167,6,0,0,2,0.3,4,8,247,1,0,0,0,0,NA,NA,1,0,1,1,0,NA,NA,6,6,8,5,6,NA,NA,5,3,7,9,3,NA,NA,92,NA,31
"168",168,2,0,0,1,0.29,3,6,294,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,31
"169",169,1,1,1,1,0.34,4,4,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
"170",170,3,1,1,1,0.44,3,4,153,1,0,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,5,7,NA,NA,NA,NA,NA,7,9,NA,NA,NA,NA,NA,NA,NA,16
"171",171,4,0,0,2,0.24,2,5,150,0,1,0,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,6,5,7,NA,NA,NA,NA,7,11,5,NA,NA,NA,NA,88,NA,17
"172",172,2,1,1,1,0.49,0,6,46,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,16
"173",173,4,0,0,3,0.49,3,7,104,0,1,1,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,5,5,6,NA,NA,NA,NA,5,11,9,NA,NA,NA,NA,52,28,17
"174",174,2,0,0,1,0.03,2,5,45,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,5
"175",175,2,1,0,1,0.46,4,9,182,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,1
"176",176,1,0,0,1,0.08,2,4,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"177",177,1,0,0,1,0.04,2,6,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"178",178,2,1,1,1,0.03,5,6,40,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,16
"179",179,1,0,0,1,0.26,5,4,254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31
"180",180,3,0,0,2,0.14,5,5,61,1,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,8,6,NA,NA,NA,NA,NA,9,3,NA,NA,NA,NA,NA,112,NA,49
"181",181,1,1,0,2,0.31,3,5,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,17
"182",182,2,0,0,2,0.48,4,5,119,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,122,NA,5
"183",183,1,1,0,1,0.42,5,9,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"184",184,1,1,1,1,0.38,4,6,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"185",185,2,0,0,2,0.23,3,4,158,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,100,NA,5
"186",186,1,0,0,1,0.19,5,4,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17
"187",187,1,0,0,3,0.05,4,8,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,112,31
"188",188,1,1,0,1,0.18,3,8,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"189",189,1,0,0,1,0.13,2,6,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"190",190,3,1,0,1,0.29,2,6,89,1,0,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,6,8,NA,NA,NA,NA,NA,9,9,NA,NA,NA,NA,NA,NA,NA,16
"191",191,3,0,0,2,0.32,5,6,37,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,6,5,NA,NA,NA,NA,NA,3,11,NA,NA,NA,NA,NA,84,NA,17
"192",192,2,0,0,2,0.35,4,8,91,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,124,NA,17
"193",193,1,1,0,2,0.34,5,6,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,1
"194",194,2,0,0,2,0.24,4,4,72,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,34,NA,49
"195",195,2,1,0,2,0.37,5,5,275,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,22,NA,1
"196",196,2,1,0,1,0.43,4,8,234,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,1
"197",197,3,0,0,2,0.19,3,7,281,0,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,5,6,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,18,NA,31
"198",198,2,1,0,1,0.22,2,6,194,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,1
"199",199,1,0,0,2,0.16,0,6,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,31
"200",200,3,1,1,2,0.13,2,7,223,1,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,6,8,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,108,NA,8
"201",201,2,1,1,1,0.39,0,5,28,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,16
"202",202,1,1,1,1,0.35,3,6,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"203",203,2,1,0,1,0.21,5,7,137,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,1
"204",204,1,1,1,1,0.39,1,8,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
"205",205,3,1,1,1,0.41,5,5,11,1,0,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,7,8,NA,NA,NA,NA,NA,11,7,NA,NA,NA,NA,NA,NA,NA,16
"206",206,3,0,0,1,0.05,4,4,10,1,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,7,5,NA,NA,NA,NA,NA,9,5,NA,NA,NA,NA,NA,NA,NA,5
"207",207,1,1,1,1,0.21,4,5,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
"208",208,1,1,1,2,0.34,4,10,258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,8
"209",209,2,1,1,1,0.43,3,6,209,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,16
"210",210,3,1,0,1,0.26,5,8,181,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,6,5,NA,NA,NA,NA,NA,7,9,NA,NA,NA,NA,NA,NA,NA,17
"211",211,1,1,1,1,0.16,4,5,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"212",212,1,1,1,1,0.33,3,6,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"213",213,3,0,0,2,0.44,4,7,269,1,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,5,6,NA,NA,NA,NA,NA,5,3,NA,NA,NA,NA,NA,42,NA,31
"214",214,3,0,0,2,0.25,4,5,82,0,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,7,5,NA,NA,NA,NA,NA,9,11,NA,NA,NA,NA,NA,84,NA,17
"215",215,2,0,0,2,0.47,3,9,285,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,84,NA,31
"216",216,3,1,1,2,0.38,3,8,143,1,1,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,5,8,NA,NA,NA,NA,NA,11,9,NA,NA,NA,NA,NA,76,NA,8
"217",217,5,0,0,2,0.23,5,9,63,1,0,0,0,NA,NA,NA,1,0,1,1,NA,NA,NA,5,6,7,5,NA,NA,NA,7,3,3,5,NA,NA,NA,110,NA,31
"218",218,2,1,0,1,0.19,2,7,184,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,1
"219",219,1,0,0,1,0.07,4,9,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31
"220",220,1,0,0,2,0.15,5,7,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,NA,17
"221",221,4,0,0,2,0.18,4,5,100,1,0,1,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,8,6,7,NA,NA,NA,NA,11,9,9,NA,NA,NA,NA,10,NA,5
"222",222,1,0,0,2,0.28,3,9,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,NA,17
"223",223,3,1,0,1,0.3,2,8,247,1,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,1
"224",224,1,0,0,3,0.27,2,8,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,104,31
"225",225,2,0,0,1,0.4,4,5,201,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,17
"226",226,2,0,0,2,0.32,2,7,182,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,80,NA,31
"227",227,2,0,0,1,0.2,4,4,157,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,5
"228",228,1,1,1,1,0.38,2,7,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
"229",229,1,1,1,1,0.35,3,7,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
"230",230,3,0,0,1,0.31,3,4,62,1,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,8,5,NA,NA,NA,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,5
"231",231,1,1,1,1,0.15,4,6,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
"232",232,1,1,0,1,0.29,3,7,251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"233",233,3,0,0,1,0.08,1,7,161,1,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,8,5,NA,NA,NA,NA,NA,11,7,NA,NA,NA,NA,NA,NA,NA,5
"234",234,5,0,0,2,0.24,2,7,175,0,0,0,0,NA,NA,NA,1,0,1,1,NA,NA,NA,6,5,7,5,NA,NA,NA,5,7,5,7,NA,NA,NA,76,NA,31
"235",235,1,0,0,2,0.26,3,5,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,17
"236",236,1,0,0,3,0.22,3,4,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,114,17
"237",237,1,1,1,2,0.24,5,9,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,NA,8
"238",238,4,0,0,2,0.15,3,6,261,1,0,0,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,7,7,8,NA,NA,NA,NA,3,5,5,NA,NA,NA,NA,104,NA,31
"239",239,3,1,1,1,0.19,1,5,65,1,0,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,7,8,NA,NA,NA,NA,NA,11,5,NA,NA,NA,NA,NA,NA,NA,16
"240",240,1,1,0,2,0.29,3,6,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,1
"241",241,2,1,0,1,0.41,3,8,40,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,1
"242",242,3,0,0,1,0.43,4,8,110,1,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,7,5,NA,NA,NA,NA,NA,7,5,NA,NA,NA,NA,NA,NA,NA,5
"243",243,3,0,0,2,0.26,2,9,124,1,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,5,7,NA,NA,NA,NA,NA,5,9,NA,NA,NA,NA,NA,90,NA,31
